"id","engineCode","transmissionCode","intervalMileage","frequency","action","item","itemDescription","laborUnits","partUnits","driveType","modelYear"
543368,"8VNAG3.9","ALL",15000,4,"Inspect/adjust","Shift linkage","Any collection of mechanical connections between a vehicle's operating control(s) and its transmission.",0.1,0,"ALL","2014"
543367,"8VNAG3.9","ALL",7500,4,"Inspect","Brakes, rear","A vehicle's stopping mechanism comprised of a pedal connected to a hydraulic master cylinder that can actuate clamping and/or expanding devices at all four wheels that slow or stop a vehicle's rolling motion.  Also used to refer to the brake system's most frequently replaced parts, brake pads and/or brake shoes.",0.1,0,"ALL","2014"
543375,"8VNAG3.9","ALL",15000,4,"Inspect","Distributor cap","The nonconductive cap of the distributor that contains the contacts leading to each individual spark plug.",0.03,0,"ALL","2014"
543370,"8VNAG3.9","ALL",37500,3,"Inspect","Wheel cylinders, rear","In drum-type brakes, small-bore hydraulic cylinders that are fitted between the brake shoes and are actuated when the brakes are applied.",0.3,0,"ALL","2014"
543369,"8VNAG3.9","ALL",15000,4,"Inspect","Accelerator pedal linkage","The linkage between the accelerator pedal and a vehicle's throttle body or carburetor.",0.05,0,"ALL","2014"
543384,"8VNAG3.9","ALL",7500,4,"Inspect","Exhaust system","A system of tubing that routes exhaust gases from the exhaust manifold to the rear of the car and into the air. The exhaust system includes catalytic converters and mufflers that help reduce air and noise pollution generated by an engine.",0.05,0,"ALL","2014"
543373,"8VNAG3.9","ALL",52500,4,"Inspect","Evaporative control system","An emission control system that prevents raw fuel vapors from entering the atmosphere.",0.1,0,"ALL","2014"
543374,"8VNAG3.9","ALL",15000,4,"Inspect","Distributor rotor","The rotating, nonconductive component of a distributor that contains contacts and that, when aligned, complete an electrical circuit between the ignition coil and a spark plug.",0.03,0,"ALL","2014"
543372,"8VNAG3.9","ALL",52500,4,"Inspect","Emissions hoses & tubes","Hoses and tubes utilized by any of a vehicle's emission control devices.",0.05,0,"ALL","2014"
543376,"8VNAG3.9","ALL",15000,4,"Inspect","Steering","The collection of components that enable the operator to direct a vehicle in a desired direction.",0.1,0,"ALL","2014"
543383,"8VNAG3.9","ALL",7500,4,"Inspect","Cooling system","The system that stores and circulates coolant throughout (water cooled) engines to prevent overheating. Some vehicles have air-cooled engines in which high-speed airflow is sufficient to keep the engine cool.",0.1,0,"ALL","2014"
543379,"8VNAG3.9","ALL",7500,4,"Inspect","Drive belt(s)","A belt that transfers the rotation of the engine through the crankshaft pulley to drive various devices, such as the alternator, water pump, air conditioning compressor or power steering pump.",0.03,0,"ALL","2014"
543377,"8VNAG3.9","ALL",15000,4,"Check operation","Electrical equipment","Devices utilizing or creating electric current on a vehicle.",0.2,0,"ALL","2014"
543381,"8VNAG3.9","ALL",15000,4,"Inspect","Chassis","The  frame of a vehicle to which the body attaches.",0.05,0,"ALL","2014"
543380,"8VNAG3.9","ALL",7500,4,"Inspect","Clutch lines & hoses","In a hydraulically actuated clutch, the tubes that carry fluid between the clutch master cylinder and the slave cylinder.",0.05,0,"ALL","2014"
543401,"8VNAG3.9","ALL",7500,4,"Check fluid level","Brake master cylinder","A device that stores brake fluid and hydraulically forces it through the brake lines to the brakes when the brake pedal is depressed.",0.02,0,"ALL","2014"
543393,"8VNAG3.9","ALL",30000,4,"Replace","Air filter","A device that filters incoming air fed to the engine.",0.2,1,"ALL","2014"
543389,"8VNAG3.9","ALL",52500,4,"Replace","PCV filter","Positive crankcase ventilation filter/positive crankcase ventilation valve. Devices that allow the venting of combustion gases from the crankcase to the intake system instead of into the atmosphere.",0.2,1,"ALL","2014"
543388,"8VNAG3.9","ALL",7500,4,"Replace","Oil filter","A cartridge-filled canister placed in an engine's lubricating system to strain dirt and abrasive materials out of the oil.",0.1,1,"ALL","2014"
543396,"8VNAG3.9","ALL",30000,4,"Service","Electronic Air Suspension system","A suspension system that utilizes load or height sensor-adjusted air bellows at the rear or sometimes at all four wheels to control vehicle height or handling characteristics.",0.3,0,"ALL","2014"
543391,"8VNAG3.9","ALL",52500,4,"Replace","Fuel filter","A replaceable metal or plastic canister that prevents particulate matter and most contaminants in the fuel from reaching the engine.",0.3,1,"ALL","2014"
543392,"8VNAG3.9","ALL",30000,4,"Replace","Spark plugs","Cables that carry a high-voltage electrical charge from the distributor cap or ignition coils to the spark plugs.",0.7,8,"ALL","2014"
543394,"8VNAG3.9","ALL",52500,4,"Service","On-board diagnosis system","A computer-controlled system that identifies malfunctioning or out-of-adjustment components under its control through the display of trouble codes. The presence of trouble codes is usually indicated by an intermittently or constantly lit ""check engine "" or ""service engine soon"" light.",0.25,0,"ALL","2014"
543395,"8VNAG3.9","ALL",52500,4,"Reset","Service reminder light","A light that indicates that general vehicle maintenance is needed or that a specific service is required.",0.02,0,"ALL","2014"
543400,"8VNAG3.9","ALL",7500,4,"Inspect & adjust air pressure","Wheels & tires","A circular frame of hard material that may be solid or partly solid, is capable of  turning on an axle, and holds the rubber cushion that contains compressed air.",0.1,0,"ALL","2014"
543399,"8VNAG3.9","ALL",7500,4,"Lubricate","Parking brake cable guides","Lubricated guides used in routing the parking brake cable between the control handle/pedal and brakes.",0.05,0,"ALL","2014"
543397,"8VNAG3.9","ALL",7500,4,"Torque","Wheel lug nuts","The nuts that hold a wheel onto its hub.",0.2,0,"ALL","2014"
543417,"8VNAG3.9","MANUAL",15000,4,"Flush/replace","Clutch fluid","The liquid used in a hydraulic clutch system that helps disengage the clutch from the flywheel.",0.6,3,"ALL","2014"
542821,"8VNAG3.9","ALL",7500,4,"Change","Engine oil","A substance that lubricates and cools the moving parts of the engine and reduces corrosion and the formation of rust.",0.28,7.1,"ALL","2015"
542873,"8VNAG3.9","ALL",7500,4,"Inspect","Transmission fluid","The liquid in a transmission that  allows it to function and serves as a cooling and lubrication medium.",0.02,0,"ALL","2015"
542866,"8VNAG3.9","ALL",15000,4,"Torque","Drive shaft","A sturdy metal tube with universal joints on either end that connects the engine to a differential on a rear-wheel or four-wheel drive vehicle.",0.1,0,"ALL","2015"
542856,"8VNAG3.9","ALL",30000,4,"Inspect/clean","PCV valve & hoses","Positive Crankcase Ventilation valve, an emissions related device that allows venting of combustion gases from the crankcase to the intake system rather than the atmosphere.",0.2,0,"ALL","2015"
542870,"8VNAG3.9","ALL",7500,4,"Check level","Power steering fluid","Hydraulic fluid used in a power steering system.",0.02,0,"ALL","2015"
542871,"8VNAG3.9","ALL",7500,4,"Inspect","Transfer case fluid","Lubricant used in the transfer case.",0.2,0,"ALL","2015"
542896,"8VNAG3.9","ALL",52500,4,"Service","On-board diagnosis system","A computer-controlled system that identifies malfunctioning or out-of-adjustment components under its control through the display of trouble codes. The presence of trouble codes is usually indicated by an intermittently or constantly lit ""check engine "" or ""service engine soon"" light.",0.25,0,"ALL","2015"
542880,"8VNAG3.9","ALL",7500,4,"Lubricate","U-joints","Universal joints, which are flexible joints used on drive shafts that are composed of two U-shaped yokes that share a common cross-shaped member.",0.1,0,"ALL","2015"
542893,"8VNAG3.9","ALL",7500,4,"Inspect","Clutch pedal","A pedal located on the floor of the vehicle to the left of the brake pedal that, when depressed, disengages the clutch from the flywheel.",0.1,0,"ALL","2015"
542874,"8VNAG3.9","ALL",7500,4,"Inspect","Fuel lines & hoses","The tubing that carries fuel throughout a vehicle.",0.05,0,"ALL","2015"
542861,"8VNAG3.9","ALL",30000,4,"Replace","Air filter","A device that filters incoming air fed to the engine.",0.2,1,"ALL","2015"
542840,"8VNAG3.9","ALL",15000,4,"Inspect","Chassis","The  frame of a vehicle to which the body attaches.",0.05,0,"ALL","2015"
542826,"8VNAG3.9","ALL",7500,4,"Check operation","Lights & accessories","Any source of illumination and any electrically operated convenience device.",0.1,0,"ALL","2015"
542823,"8VNAG3.9","ALL",37500,3,"Inspect","Brakes","A vehicle's stopping mechanism comprised of a pedal connected to a hydraulic master cylinder that can actuate clamping and/or expanding devices at all four wheels that slow or stop a vehicle's rolling motion.  Also used to refer to the brake system's most frequently replaced parts, brake pads and/or brake shoes.",0.3,0,"ALL","2015"
542879,"8VNAG3.9","ALL",15000,4,"Inspect","Cooling system","The system that stores and circulates coolant throughout (water cooled) engines to prevent overheating. Some vehicles have air-cooled engines in which high-speed airflow is sufficient to keep the engine cool.",0.1,0,"ALL","2015"
542824,"8VNAG3.9","ALL",37500,3,"Inspect","Shock absorbers","Devices used in a vehicle's suspension that slow the action of a compressed spring returning to an uncompressed state, thus reducing vehicle bounce.",0.05,0,"ALL","2015"
542832,"8VNAG3.9","ALL",15000,4,"Check operation","Windshield wipers & washer","Motorized mechanical arms with rubber inserts used to wipe the windshield or back glass.  A small pump and reservoir that can direct a jet of cleaning solution at the windshield or back glass.",0.05,0,"ALL","2015"
542822,"8VNAG3.9","ALL",15000,4,"Inspect","Wheel alignment","The adjustment of various components to meet predetermined specifications for camber, caster, toe and ride height.",0.05,0,"ALL","2015"
542829,"8VNAG3.9","ALL",7500,4,"Inspect","Seat belts","The latching straps in a vehicle designed to minimize the risk of serious injury to the user in the event of an accident when used as suggested.",0.05,0,"ALL","2015"
542831,"8VNAG3.9","ALL",7500,4,"Check operation","Warning lights","Lights on a vehicle's instrument panel that notify the operator of a malfunction or a circumstance needing attention.",0.02,0,"ALL","2015"
542827,"8VNAG3.9","ALL",7500,4,"Inspect","Parking brake","The mechanical brake connected by cables to either a ratcheting hand lever or foot pedal used to hold or apply a vehicle's rear and sometimes front brakes while left unattended or under conditions of hydraulic circuit failure. Sometimes referred to as the emergency brake.",0.05,0,"ALL","2015"
542828,"8VNAG3.9","ALL",7500,4,"Inspect & lubricate","Hinges, locks & latches","The devices that allow or prevent the opening of doors and hatches.",0.1,0,"ALL","2015"
542875,"8VNAG3.9","ALL",7500,4,"Inspect","Power steering","A system that includes a power steering pump attached to the engine and driven by a belt, a pressure hose assembly, and a return line.   A control valve is also incorporated somewhere in the hydraulic circuit.",0.1,0,"ALL","2015"
542830,"8VNAG3.9","ALL",15000,4,"Inspect","Electronic Air Suspension system","A suspension system that utilizes load or height sensor-adjusted air bellows at the rear or sometimes at all four wheels to control vehicle height or handling characteristics.",0.1,0,"ALL","2015"
542872,"8VNAG3.9","ALL",7500,4,"Check level","Differential fluid","The liquid used for lubricating gears inside the differential.",0.1,0,"ALL","2015"
542885,"8VNAG3.9","ALL",30000,4,"Change","Differential fluid","The liquid used for lubricating gears inside the differential.",0.5,3.6,"ALL","2015"
542868,"8VNAG3.9","ALL",7500,4,"Inspect & adjust air pressure","Wheels & tires","A circular frame of hard material that may be solid or partly solid, is capable of  turning on an axle, and holds the rubber cushion that contains compressed air.",0.1,0,"ALL","2015"
542858,"8VNAG3.9","ALL",52500,4,"Replace","PCV filter","Positive crankcase ventilation filter/positive crankcase ventilation valve. Devices that allow the venting of combustion gases from the crankcase to the intake system instead of into the atmosphere.",0.2,1,"ALL","2015"
542855,"8VNAG3.9","ALL",7500,4,"Inspect","Battery","A box containing lead plates filled with a water and acid mixture that stores electricity generated by the alternator. It is the source of power for parts of the car that operate on electricity.",0.2,0,"ALL","2015"
542867,"8VNAG3.9","ALL",7500,4,"Lubricate","Parking brake cable guides","Lubricated guides used in routing the parking brake cable between the control handle/pedal and brakes.",0.05,0,"ALL","2015"
542837,"8VNAG3.9","ALL",15000,4,"Inspect","Air filter","A device that filters incoming air fed to the engine.",0.04,0,"ALL","2015"
542859,"8VNAG3.9","ALL",7500,4,"Replace","Oil filter","A cartridge-filled canister placed in an engine's lubricating system to strain dirt and abrasive materials out of the oil.",0.1,1,"ALL","2015"
542883,"8VNAG3.9","ALL",22500,4,"Inspect & lubricate","Drive shaft","A sturdy metal tube with universal joints on either end that connects the engine to a differential on a rear-wheel or four-wheel drive vehicle.",0.1,0,"ALL","2015"
542862,"8VNAG3.9","ALL",30000,4,"Replace","Spark plugs","Cables that carry a high-voltage electrical charge from the distributor cap or ignition coils to the spark plugs.",0.7,8,"ALL","2015"
542860,"8VNAG3.9","ALL",52500,4,"Replace","Fuel filter","A replaceable metal or plastic canister that prevents particulate matter and most contaminants in the fuel from reaching the engine.",0.3,1,"ALL","2015"
